id,premium,name,department,has_test,response_letter_required,area,salary,type,address,response_url,sort_point_distance,published_at,created_at,archived,apply_alternate_url,insider_interview,url,adv_response_url,alternate_url,relations,employer,name,url,alternate_url,logo_urls,90,240,vacancies_url,trusted,snippet,responsibility,contacts,schedule,working_days,working_time_intervals,working_time_modes,accept_temporary
69876970,False,Директор по интернет-маркетингу/директор по маркетингу,,False,False,"{'id': '190', 'name': 'Темиртау', 'url': 'https://api.hh.ru/areas/190'}","{'from': 200000, 'to': 350000, 'currency': 'KZT', 'gross': True}","{'id': 'open', 'name': 'Открытая'}",,,,2022-09-16T07:20:16+0300,2022-09-16T07:20:16+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=69876970,,https://api.hh.ru/vacancies/69876970?host=hh.ru,https://api.hh.ru/vacancies/69876970/adv_response?host=hh.ru,https://hh.ru/vacancy/69876970,[],"{'id': '3314030', 'name': 'ЦДС Казахстан', 'url': 'https://api.hh.ru/employers/3314030', 'alternate_url': 'https://hh.ru/employer/3314030', 'logo_urls': None, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=3314030', 'trusted': True}",Директор по интернет-маркетингу/директор по маркетингу,https://api.hh.ru/vacancies/69876970?host=hh.ru,https://hh.ru/vacancy/69876970,,,,,,"{'requirement': None, 'responsibility': 'Создание, оформление и продвижение групп. -Создание, администрирование и продвижение сайтов, наполнение контентом. -Запуск и <highlighttext>аналитика</highlighttext> рекламных кампаний. -Работа с SEO.'}",,,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False
69876982,False,"Директор по интернет маркетингу, рекламе и PR",,False,False,"{'id': '190', 'name': 'Темиртау', 'url': 'https://api.hh.ru/areas/190'}","{'from': 50000, 'to': 300000, 'currency': 'KZT', 'gross': True}","{'id': 'open', 'name': 'Открытая'}",,,,2022-09-16T07:21:28+0300,2022-09-16T07:21:28+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=69876982,,https://api.hh.ru/vacancies/69876982?host=hh.ru,https://api.hh.ru/vacancies/69876982/adv_response?host=hh.ru,https://hh.ru/vacancy/69876982,[],"{'id': '4268806', 'name': 'Казахстан Сталь Монтаж group', 'url': 'https://api.hh.ru/employers/4268806', 'alternate_url': 'https://hh.ru/employer/4268806', 'logo_urls': None, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=4268806', 'trusted': True}","Директор по интернет маркетингу, рекламе и PR",https://api.hh.ru/vacancies/69876982?host=hh.ru,https://hh.ru/vacancy/69876982,,,,,,"{'requirement': None, 'responsibility': 'Создание, оформление и продвижение групп. -Создание, администрирование и продвижение сайтов, наполнение контентом. -Запуск и <highlighttext>аналитика</highlighttext> рекламных кампаний. -Работа с SEO.'}",,,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False
